tier,tier_label,n,iteration,format,compression,encoded_bytes,payload_bytes,framing_overhead_bytes,git_sha
2,branching-arith-medium,100,43,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,43,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,44,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,44,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,44,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,100,45,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,45,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,45,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,46,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,46,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,46,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,47,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,47,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,47,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,48,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,48,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,48,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,100,49,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,49,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,49,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,100,50,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,50,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,50,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,51,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,51,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,51,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,52,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,52,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,52,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,100,53,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,53,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,53,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,54,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,54,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,54,literal,gzip,131,106,25,99e8202
2,branching-arith-medium,100,55,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,55,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,55,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,56,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,56,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,56,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,100,57,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,57,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,57,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,100,58,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,58,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,58,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,59,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,59,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,59,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,60,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,60,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,60,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,100,61,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,61,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,61,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,62,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,62,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,62,literal,gzip,131,106,25,99e8202
2,branching-arith-medium,100,63,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,63,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,63,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,64,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,64,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,64,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,100,65,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,65,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,65,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,100,66,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,66,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,66,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,67,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,67,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,67,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,68,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,68,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,68,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,100,69,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,69,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,69,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,70,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,70,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,70,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,100,71,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,71,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,71,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,72,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,72,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,72,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,100,73,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,73,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,73,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,74,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,74,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,74,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,75,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,75,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,75,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,76,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,76,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,76,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,100,77,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,77,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,77,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,100,78,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,78,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,78,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,79,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,79,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,79,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,80,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,80,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,80,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,100,81,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,81,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,81,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,82,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,82,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,82,literal,gzip,131,106,25,99e8202
2,branching-arith-medium,100,83,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,83,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,83,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,84,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,84,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,84,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,100,85,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,85,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,85,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,100,86,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,86,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,86,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,87,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,87,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,87,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,88,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,88,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,88,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,100,89,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,89,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,89,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,90,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,90,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,90,literal,gzip,131,106,25,99e8202
2,branching-arith-medium,100,91,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,91,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,91,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,92,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,92,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,92,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,100,93,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,93,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,93,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,100,94,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,94,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,94,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,95,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,95,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,95,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,96,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,96,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,96,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,100,97,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,97,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,97,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,98,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,98,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,98,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,100,99,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,99,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,99,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,100,100,compact,none,33,4,29,99e8202
2,branching-arith-medium,100,100,literal,none,150,125,25,99e8202
2,branching-arith-medium,100,100,literal,gzip,128,103,25,99e8202
3,production-verb-synthetic,100,1,compact,none,92,63,29,99e8202
3,production-verb-synthetic,100,1,literal,none,906,881,25,99e8202
3,production-verb-synthetic,100,1,literal,gzip,384,359,25,99e8202
3,production-verb-synthetic,100,2,compact,none,93,64,29,99e8202
3,production-verb-synthetic,100,2,literal,none,907,882,25,99e8202
3,production-verb-synthetic,100,2,literal,gzip,381,356,25,99e8202
3,production-verb-synthetic,100,3,compact,none,93,64,29,99e8202
3,production-verb-synthetic,100,3,literal,none,907,882,25,99e8202
3,production-verb-synthetic,100,3,literal,gzip,382,357,25,99e8202
3,production-verb-synthetic,100,4,compact,none,93,64,29,99e8202
3,production-verb-synthetic,100,4,literal,none,907,882,25,99e8202
3,production-verb-synthetic,100,4,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,100,5,compact,none,93,64,29,99e8202
3,production-verb-synthetic,100,5,literal,none,907,882,25,99e8202
3,production-verb-synthetic,100,5,literal,gzip,384,359,25,99e8202
3,production-verb-synthetic,100,6,compact,none,93,64,29,99e8202
3,production-verb-synthetic,100,6,literal,none,907,882,25,99e8202
3,production-verb-synthetic,100,6,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,100,7,compact,none,93,64,29,99e8202
3,production-verb-synthetic,100,7,literal,none,907,882,25,99e8202
3,production-verb-synthetic,100,7,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,100,8,compact,none,93,64,29,99e8202
3,production-verb-synthetic,100,8,literal,none,907,882,25,99e8202
3,production-verb-synthetic,100,8,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,100,9,compact,none,93,64,29,99e8202
3,production-verb-synthetic,100,9,literal,none,907,882,25,99e8202
3,production-verb-synthetic,100,9,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,100,10,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,10,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,10,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,100,11,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,11,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,11,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,100,12,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,12,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,12,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,100,13,compact,none,94,65,29,99e8202
3,production-verb-synthetic,100,13,literal,none,908,883,25,99e8202
3,production-verb-synthetic,100,13,literal,gzip,383,358,25,99e8202
3,production-verb-synthetic,100,14,compact,none,94,65,29,99e8202
3,production-verb-synthetic,100,14,literal,none,908,883,25,99e8202
3,production-verb-synthetic,100,14,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,100,15,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,15,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,15,literal,gzip,384,359,25,99e8202
3,production-verb-synthetic,100,16,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,16,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,16,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,100,17,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,17,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,17,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,100,18,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,18,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,18,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,100,19,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,19,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,19,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,100,20,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,20,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,20,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,100,21,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,21,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,21,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,100,22,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,22,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,22,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,100,23,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,23,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,23,literal,gzip,385,360,25,99e8202
3,production-verb-synthetic,100,24,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,24,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,24,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,100,25,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,25,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,25,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,100,26,compact,none,94,65,29,99e8202
3,production-verb-synthetic,100,26,literal,none,908,883,25,99e8202
3,production-verb-synthetic,100,26,literal,gzip,384,359,25,99e8202
3,production-verb-synthetic,100,27,compact,none,94,65,29,99e8202
3,production-verb-synthetic,100,27,literal,none,908,883,25,99e8202
3,production-verb-synthetic,100,27,literal,gzip,385,360,25,99e8202
3,production-verb-synthetic,100,28,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,28,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,28,literal,gzip,385,360,25,99e8202
3,production-verb-synthetic,100,29,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,29,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,29,literal,gzip,385,360,25,99e8202
3,production-verb-synthetic,100,30,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,30,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,30,literal,gzip,384,359,25,99e8202
3,production-verb-synthetic,100,31,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,31,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,31,literal,gzip,385,360,25,99e8202
3,production-verb-synthetic,100,32,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,32,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,32,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,100,33,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,33,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,33,literal,gzip,385,360,25,99e8202
3,production-verb-synthetic,100,34,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,34,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,34,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,100,35,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,35,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,35,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,100,36,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,36,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,36,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,100,37,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,37,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,37,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,100,38,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,38,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,38,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,100,39,compact,none,94,65,29,99e8202
3,production-verb-synthetic,100,39,literal,none,908,883,25,99e8202
3,production-verb-synthetic,100,39,literal,gzip,384,359,25,99e8202
3,production-verb-synthetic,100,40,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,40,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,40,literal,gzip,385,360,25,99e8202
3,production-verb-synthetic,100,41,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,41,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,41,literal,gzip,385,360,25,99e8202
3,production-verb-synthetic,100,42,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,42,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,42,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,100,43,compact,none,95,66,29,99e8202
3,production-verb-synthetic,100,43,literal,none,909,884,25,99e8202
3,production-verb-synthetic,100,43,literal,gzip,385,360,25,99e8202
3,production-verb-synthetic,100,44,compact,none,95,66,29,99e8202
